file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,is_blob_class,is_spaghetti_code,is_swiss_army_knife
/work/./src/org/apache/xerces/xs/XSFacet.java,org.apache.xerces.xs.XSFacet,interface,2,4,2,2,4,1,0,0,6,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0,False,False,False
/work/./src/org/apache/html/dom/ObjectFactory.java,org.apache.html.dom.ObjectFactory,class,3,5,2,3,58,3,0,30,9,0.7714286,0.1,0.1,7,7,0,2,0,5,5,0,0,0,5,5,0,5,0,0,3,0,22,255,14,2,21,11,2,24,8,67,12,36,6,0,1,0,205,16,0,False,False,False
/work/./src/org/apache/xerces/impl/dtd/models/CMLeaf.java,org.apache.xerces.impl.dtd.models.CMLeaf,class,3,5,2,3,13,2,0,9,0,0.3888889,0.7222222,1.0,9,0,4,0,2,3,9,0,3,0,2,0,0,2,0,0,0,0,1,45,4,0,3,0,1,3,5,5,1,3,1,0,0,0,59,1,0,False,False,False
/work/./src/org/apache/xerces/impl/xs/models/XSAllCM.java,org.apache.xerces.impl.xs.models.XSAllCM,class,9,11,2,9,27,1,0,5,0,0.5714286,0.96428573,1.0,8,0,7,0,0,1,8,0,0,0,7,3,0,7,0,0,3,0,1,82,11,7,8,0,0,1,22,29,6,19,3,0,0,0,134,1,0,False,False,False
/work/./src/org/apache/xerces/xs/XSObjectList.java,org.apache.xerces.xs.XSObjectList,interface,1,29,28,1,2,1,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,0,False,False,False
/work/./src/org/apache/xerces/impl/dv/util/ByteListImpl.java,org.apache.xerces.impl.dv.util.ByteListImpl,class,3,7,4,3,8,1,4,0,0,0.5,0.5,0.5,4,0,4,0,0,0,4,0,0,0,2,0,0,0,2,0,1,0,0,24,4,1,1,0,0,0,3,2,1,3,2,0,0,0,57,1,0,False,False,False
/work/./src/org/apache/xerces/parsers/CachingParserPool.java,org.apache.xerces.parsers.CachingParserPool$SynchronizedGrammarPool,innerclass,3,3,0,3,7,1,0,6,0,0.0,1.0,1.0,7,0,7,0,0,0,7,0,0,0,1,0,0,1,0,0,0,0,0,36,2,0,0,0,0,0,0,1,0,1,1,0,0,0,29,25,0,False,False,False
/work/./src/org/apache/xerces/dom/DeferredDocumentImpl.java,org.apache.xerces.dom.DeferredDocumentImpl$IntVector,innerclass,2,2,0,2,7,1,0,2,0,0.4,0.6666667,1.0,5,0,4,1,0,0,4,0,0,0,2,0,0,2,0,0,0,0,1,27,2,0,1,0,0,0,6,5,3,3,1,0,0,0,37,8,0,False,False,False
/work/./src/org/apache/xerces/impl/XMLEntityManager.java,org.apache.xerces.impl.XMLEntityManager$CharacterBufferPool,innerclass,2,2,0,2,12,1,0,1,0,0.5208333,0.5,0.6,6,0,5,1,0,0,5,0,0,0,8,1,0,8,0,0,1,0,0,58,4,0,0,0,0,0,8,13,2,8,2,0,0,0,58,10,0,False,False,False
/work/./src/org/apache/xerces/xni/XMLResourceIdentifier.java,org.apache.xerces.xni.XMLResourceIdentifier,interface,0,13,13,0,10,1,0,0,45,0.0,0.0,0.0,10,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,0,False,False,False
/work/./src/org/apache/xerces/xs/datatypes/XSDouble.java,org.apache.xerces.xs.datatypes.XSDouble,interface,0,2,2,0,1,1,0,0,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,False,False,False
/work/./src/org/apache/xerces/impl/XMLEntityManager.java,org.apache.xerces.impl.XMLEntityManager,class,35,60,25,35,340,5,0,113,694,0.94703716,0.1627907,0.48394242,45,8,36,3,3,3,43,0,1,1,60,32,3,19,38,0,28,0,27,1500,64,20,163,19,20,111,200,300,29,188,6,0,7,0,610,1,0,True,True,False
/work/./src/org/apache/xerces/jaxp/JAXPValidatorComponent.java,org.apache.xerces.jaxp.JAXPValidatorComponent$SAX2XNI,innerclass,13,13,0,13,17,2,0,17,36,0.8888889,0.0,0.0,9,0,4,5,0,0,4,0,0,0,2,0,0,2,0,0,2,0,0,69,7,0,2,4,0,0,2,13,0,7,1,0,0,0,86,18,0,False,False,False
/work/./src/org/apache/xerces/dom/DOMImplementationImpl.java,org.apache.xerces.dom.DOMImplementationImpl,class,12,20,8,12,10,2,3,10,3,0.6666667,0.0,0.0,3,1,3,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,1,30,5,0,7,0,11,12,2,7,0,6,2,0,0,0,118,1,0,False,False,False
/work/./src/org/apache/xerces/parsers/AbstractSAXParser.java,org.apache.xerces.parsers.AbstractSAXParser$LocatorProxy,innerclass,2,2,0,2,7,1,0,6,0,0.0,1.0,1.0,7,0,7,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,0,24,6,0,0,0,0,0,0,1,0,1,0,0,0,0,19,4,0,False,False,False
/work/./src/org/apache/xerces/xs/XSNamedMap.java,org.apache.xerces.xs.XSNamedMap,interface,1,9,8,1,3,1,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,1,0,False,False,False
/work/./src/org/apache/wml/WMLCardElement.java,org.apache.wml.WMLCardElement,interface,1,2,1,1,14,1,0,0,91,0.0,0.0,0.0,14,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,1,0,False,False,False
/work/./src/org/apache/xerces/parsers/AbstractXMLDocumentParser.java,org.apache.xerces.parsers.AbstractXMLDocumentParser,class,16,20,4,16,51,2,3,6,1263,0.9558823,0.004705882,0.004705882,51,0,49,0,2,0,51,0,0,0,4,0,0,0,4,0,0,0,0,124,3,0,0,0,0,0,0,6,0,4,0,0,0,0,316,1025,0,False,False,True
/work/./src/org/apache/xerces/jaxp/validation/SoftReferenceGrammarPool.java,org.apache.xerces.jaxp.validation.SoftReferenceGrammarPool$SoftGrammarReference,innerclass,2,2,0,2,1,3,0,0,0,0.0,,,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,27,24,0,False,False,False
/work/./src/org/apache/xerces/impl/xs/util/XSObjectListImpl.java,org.apache.xerces.impl.xs.util.XSObjectListImpl,class,2,15,13,2,11,1,0,1,0,0.53571427,0.95238096,1.0,7,0,7,0,0,0,7,0,0,0,4,2,1,3,0,0,2,0,1,47,3,1,1,0,0,0,9,16,1,6,1,1,0,0,75,1,0,False,False,False
/work/./src/org/apache/html/dom/HTMLTableSectionElementImpl.java,org.apache.html.dom.HTMLTableSectionElementImpl,class,10,13,3,10,27,3,0,15,105,0.9666667,0.0,0.0,15,0,13,0,0,2,15,0,0,0,2,1,0,2,0,0,1,0,0,84,11,2,7,0,0,9,13,12,0,7,3,0,0,0,65,1,0,False,False,False
/work/./src/org/apache/xerces/impl/xpath/regex/ParseException.java,org.apache.xerces.impl.xpath.regex.ParseException,class,0,3,3,0,2,4,0,0,0,0.5,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,1,0,0,0,2,1,0,0,11,1,0,0,0,0,0,1,2,0,2,0,0,0,0,27,1,0,False,False,False
/work/./src/org/apache/xerces/xni/XMLDocumentFragmentHandler.java,org.apache.xerces.xni.XMLDocumentFragmentHandler,interface,7,7,0,7,14,1,0,0,91,0.0,0.0,0.0,14,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,1,0,False,False,False
/work/./src/org/apache/wml/WMLBrElement.java,org.apache.wml.WMLBrElement,interface,1,2,1,1,2,1,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1,0,False,False,False
/work/./src/org/apache/xerces/util/IntStack.java,org.apache.xerces.util.IntStack,class,2,6,4,2,13,1,0,6,0,0.25,0.9047619,1.0,8,0,7,1,0,0,7,0,0,0,2,0,0,2,0,0,0,0,1,51,4,1,2,0,0,3,10,6,4,4,2,0,0,0,51,17,0,False,False,False
/work/./src/org/apache/xerces/impl/XMLNSDocumentScannerImpl.java,org.apache.xerces.impl.XMLNSDocumentScannerImpl,class,14,22,8,14,101,6,0,36,6,0.65625,0.39285713,0.53571427,8,0,2,0,6,0,8,0,0,0,4,0,0,2,2,0,0,0,0,344,4,4,53,0,0,36,8,48,5,31,4,0,1,0,223,1,0,False,False,False
/work/./src/org/apache/xerces/impl/dtd/models/CMAny.java,org.apache.xerces.impl.dtd.models.CMAny,class,2,4,2,2,13,2,0,6,0,0.5555555,0.6666667,1.0,9,0,3,0,2,4,9,0,4,0,3,0,0,3,0,0,0,0,1,45,5,0,3,0,1,4,5,6,1,4,1,0,0,0,65,1,0,False,False,False
/work/./src/org/apache/xerces/util/LocatorProxy.java,org.apache.xerces.util.LocatorProxy,class,2,2,0,2,7,1,0,6,0,0.0,1.0,1.0,7,0,7,0,0,0,7,0,0,0,1,0,0,1,0,0,1,0,0,24,6,0,0,0,0,0,0,1,0,1,0,0,0,0,35,1,0,False,False,False
/work/./src/org/apache/xerces/impl/dtd/DTDGrammar.java,org.apache.xerces.impl.dtd.DTDGrammar$ChildrenList,innerclass,2,2,0,2,1,1,0,0,0,1.0,,,1,0,1,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,3,3,0,3,0,0,0,0,15,10,0,False,False,False
/work/./src/org/apache/xerces/xni/parser/XMLDocumentFilter.java,org.apache.xerces.xni.parser.XMLDocumentFilter,interface,2,3,1,2,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,False,False,False
/work/./src/org/apache/xerces/impl/xs/models/XSEmptyCM.java,org.apache.xerces.impl.xs.models.XSEmptyCM,class,4,5,1,4,7,1,0,0,10,0.8,0.0,0.0,5,0,5,0,0,0,5,0,0,0,2,2,0,2,0,0,2,0,0,29,7,0,0,0,1,0,8,6,0,4,1,0,0,0,129,1,0,False,False,False
/work/./src/org/apache/xerces/dom/events/EventImpl.java,org.apache.xerces.dom.events.EventImpl,class,2,4,2,2,10,1,1,1,39,0.87000006,0.06666667,0.13333334,10,0,10,0,0,0,10,0,0,0,7,0,6,0,1,0,0,0,1,42,7,0,0,0,0,0,0,13,0,10,0,0,0,0,161,1,0,False,False,False
/work/./src/org/apache/xerces/impl/dv/xs/DayDV.java,org.apache.xerces.impl.dv.xs.DayDV,class,6,8,2,6,12,3,0,13,6,0.75,0.0,0.0,4,0,1,0,3,0,4,0,0,0,1,1,0,1,0,0,1,0,0,49,4,0,5,1,0,4,13,9,2,5,2,0,0,0,92,1,0,False,False,False
/work/./src/org/apache/xerces/impl/dtd/models/CMBinOp.java,org.apache.xerces.impl.dtd.models.CMBinOp,class,2,4,2,2,16,2,0,6,15,0.8333333,0.93333334,1.0,6,0,2,0,2,2,6,0,2,0,2,0,0,2,0,0,0,0,0,49,4,0,8,0,4,4,0,2,0,2,2,0,0,0,28,1,0,False,False,False
/work/./src/org/apache/xerces/xpointer/XPointerErrorHandler.java,org.apache.xerces.xpointer.XPointerErrorHandler,class,3,5,2,3,8,1,0,12,13,0.6666667,0.0,0.0,6,0,5,1,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,38,0,0,2,0,0,6,2,4,1,3,2,0,0,0,56,0,0,False,False,False
/work/./src/org/apache/xerces/dom/AttributeMap.java,org.apache.xerces.dom.AttributeMap,class,10,14,4,10,81,2,0,46,105,1.0,0.0,0.0,15,0,5,1,6,3,14,0,3,0,1,1,0,0,0,1,1,0,13,324,16,5,27,0,8,13,37,78,7,55,4,0,0,0,192,1,0,False,False,False
/work/./src/org/apache/xerces/xinclude/XIncludeHandler.java,org.apache.xerces.xinclude.XIncludeHandler$UnparsedEntity,innerclass,2,2,0,2,9,1,0,2,1,0.7619048,1.0,1.0,3,0,2,1,0,0,2,0,0,0,7,0,7,0,0,0,0,0,0,29,6,0,4,0,2,0,0,2,0,9,1,0,0,0,26,12,0,False,False,False
/work/./src/org/apache/xerces/xs/LSInputList.java,org.apache.xerces.xs.LSInputList,interface,1,4,3,1,2,1,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,0,False,False,False
/work/./src/org/apache/xerces/impl/xs/opti/AttrImpl.java,org.apache.xerces.impl.xs.opti.AttrImpl,class,4,5,1,4,9,3,0,0,28,0.7222222,0.11111111,0.16666667,9,0,9,0,0,0,9,0,0,0,2,0,0,0,0,2,0,0,0,33,6,0,0,0,0,0,0,4,0,2,0,0,0,0,53,1,0,False,False,False
/work/./src/org/apache/html/dom/HTMLScriptElementImpl.java,org.apache.html.dom.HTMLScriptElementImpl,class,6,6,0,6,18,3,0,12,105,1.0,0.0,0.0,15,0,15,0,0,0,15,0,0,0,1,1,0,1,0,0,1,0,0,65,7,2,2,0,1,12,1,7,0,5,2,0,0,0,54,1,0,False,False,False
/work/./src/org/apache/xerces/impl/dtd/XML11NSDTDValidator.java,org.apache.xerces.impl.dtd.XML11NSDTDValidator,class,6,8,2,6,35,3,0,15,1,0.5,0.0,0.0,2,0,0,0,2,0,2,0,1,0,1,0,0,1,0,0,0,0,0,87,0,4,28,0,0,8,6,25,2,18,4,0,0,0,109,1,0,False,False,False
/work/./src/org/apache/xerces/impl/xs/SchemaNamespaceSupport.java,org.apache.xerces.impl.xs.SchemaNamespaceSupport,class,3,8,5,3,13,2,0,2,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,43,2,0,2,0,0,0,17,14,4,5,2,0,0,0,112,1,0,False,False,False
/work/./src/org/apache/xerces/impl/dv/xs/DateDV.java,org.apache.xerces.impl.dv.xs.DateDV,class,5,7,2,5,7,4,0,11,6,0.0,0.0,0.0,4,0,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,35,4,0,2,1,0,2,8,4,2,4,1,0,0,0,66,1,0,False,False,False
/work/./src/org/apache/xerces/jaxp/validation/ValidatorImpl.java,org.apache.xerces.jaxp.validation.ValidatorImpl,class,14,16,2,14,41,2,0,24,0,0.75510204,0.6703297,1.0,14,0,14,0,0,0,14,0,0,0,7,0,0,7,0,0,0,0,8,137,7,0,17,4,5,10,0,24,0,15,2,0,0,0,90,16,0,False,False,False
/work/./src/org/apache/xerces/parsers/XIncludeParserConfiguration.java,org.apache.xerces.parsers.XIncludeParserConfiguration,class,13,14,1,13,14,3,0,23,13,0.7857143,0.1904762,0.2857143,7,0,5,0,2,0,7,0,0,0,6,5,0,1,5,0,5,0,0,88,0,0,6,0,0,0,0,18,5,12,1,0,0,0,113,1,0,False,False,False
/work/./src/org/apache/wml/dom/WMLSetvarElementImpl.java,org.apache.wml.dom.WMLSetvarElementImpl,class,4,5,1,4,9,6,0,2,36,1.0,0.0,0.0,9,0,9,0,0,0,9,0,0,0,1,1,0,1,0,0,1,0,0,30,4,0,0,0,0,8,1,1,0,1,0,0,0,0,27,1,0,False,False,False
/work/./src/org/apache/xerces/impl/dv/DatatypeValidator.java,org.apache.xerces.impl.dv.DatatypeValidator,interface,1,14,13,1,1,1,0,0,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,0,False,False,False
/work/./src/org/apache/wml/dom/WMLSelectElementImpl.java,org.apache.wml.dom.WMLSelectElementImpl,class,4,5,1,4,21,6,0,6,210,1.0,0.0,0.0,21,0,21,0,0,0,21,0,0,0,1,1,0,1,0,0,1,0,0,66,10,0,0,0,0,20,2,1,0,1,0,0,0,0,33,1,0,False,False,False
/work/./src/org/apache/xerces/impl/XMLDocumentFragmentScannerImpl.java,org.apache.xerces.impl.XMLDocumentFragmentScannerImpl$FragmentContentDispatcher,innerclass,10,10,0,10,50,1,0,37,10,0.0,0.0,0.0,5,0,1,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,2,198,9,4,6,1,0,10,4,9,0,3,9,0,0,0,155,4,0,False,False,False
/work/./src/org/apache/xerces/xs/XSException.java,org.apache.xerces.xs.XSException,class,0,3,3,0,1,4,0,0,0,0.25,,,1,0,1,0,0,0,1,0,0,0,4,3,3,0,0,1,3,0,0,10,0,0,0,0,0,0,3,4,0,4,0,0,0,0,88,1,0,False,False,False
/work/./src/org/apache/xerces/jaxp/validation/DraconianErrorHandler.java,org.apache.xerces.jaxp.validation.DraconianErrorHandler,class,3,7,4,3,5,1,0,0,10,0.8,0.0,0.0,5,1,4,1,0,0,4,0,0,0,1,1,0,1,0,0,1,0,0,16,1,0,0,0,0,0,0,1,0,1,0,0,0,0,43,16,0,False,False,False
/work/./src/org/apache/xerces/impl/xs/traversers/XSDAbstractIDConstraintTraverser.java,org.apache.xerces.impl.xs.traversers.XSDAbstractIDConstraintTraverser,class,12,14,2,12,22,2,2,15,1,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,19,109,6,1,13,2,2,23,0,22,0,14,3,0,0,0,61,0,0,False,False,False
/work/./src/org/apache/xerces/dom/CharacterDataImpl.java,org.apache.xerces.dom.CharacterDataImpl,class,7,13,6,7,43,3,3,23,26,0.7647059,0.40441176,0.40441176,17,0,12,0,3,2,17,0,0,0,3,2,0,1,1,1,1,0,11,155,6,0,1,2,1,10,8,24,7,23,2,1,0,0,266,1025,0,False,False,True
/work/./src/org/apache/xerces/impl/dv/xs/UnionDV.java,org.apache.xerces.impl.dv.xs.UnionDV,class,2,3,1,2,2,2,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,31,1,0,False,False,False
/work/./src/org/apache/html/dom/HTMLObjectElementImpl.java,org.apache.html.dom.HTMLObjectElementImpl,class,4,4,0,4,36,3,0,6,595,1.0,0.0,0.0,35,0,35,0,0,0,35,0,0,0,1,1,0,1,0,0,1,0,2,113,18,0,0,1,0,34,2,1,0,1,1,0,0,0,66,1,0,False,False,False
/work/./src/org/apache/xerces/impl/xs/identity/ValueStore.java,org.apache.xerces.impl.xs.identity.ValueStore,interface,2,6,4,2,2,1,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,1,0,False,False,False
/work/./src/org/apache/html/dom/HTMLSelectElementImpl.java,org.apache.html.dom.HTMLSelectElementImpl,class,12,13,1,12,29,3,0,17,276,0.9791666,0.0,0.0,24,0,24,0,0,0,24,0,0,0,2,1,0,2,0,0,1,0,2,88,13,2,3,0,2,16,4,10,0,9,2,0,0,0,90,1,0,False,False,False
/work/./src/org/apache/xerces/impl/dv/dtd/IDDatatypeValidator.java,org.apache.xerces.impl.dv.dtd.IDDatatypeValidator,class,4,6,2,4,6,1,1,5,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,0,3,0,0,0,0,2,0,0,0,84,1,0,False,False,False
/work/./src/org/apache/xerces/xs/XSComplexTypeDefinition.java,org.apache.xerces.xs.XSComplexTypeDefinition,interface,5,11,6,5,10,1,0,0,45,1.0,0.0,0.0,10,0,10,0,0,0,10,0,0,0,4,4,4,0,0,0,4,0,0,16,0,0,0,0,0,0,4,4,0,4,0,0,0,0,97,1,0,False,False,False
/work/./src/org/apache/wml/dom/WMLPostfieldElementImpl.java,org.apache.wml.dom.WMLPostfieldElementImpl,class,4,5,1,4,9,6,0,2,36,1.0,0.0,0.0,9,0,9,0,0,0,9,0,0,0,1,1,0,1,0,0,1,0,0,30,4,0,0,0,0,8,1,1,0,1,0,0,0,0,27,1,0,False,False,False
/work/./src/org/apache/xerces/xni/XNIException.java,org.apache.xerces.xni.XNIException,class,0,9,9,0,4,4,2,1,0,0.625,0.5,0.5,4,0,4,0,0,0,4,0,0,0,2,1,0,1,0,1,1,0,0,18,1,0,0,0,0,0,1,3,0,2,0,0,0,0,60,1,0,False,False,False
/work/./src/org/apache/wml/WMLTdElement.java,org.apache.wml.WMLTdElement,interface,1,2,1,1,2,1,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,0,False,False,False
/work/./src/org/apache/html/dom/HTMLStyleElementImpl.java,org.apache.html.dom.HTMLStyleElementImpl,class,3,3,0,3,7,3,0,3,21,1.0,0.0,0.0,7,0,7,0,0,0,7,0,0,0,1,1,0,1,0,0,1,0,0,24,3,0,0,0,0,6,1,1,0,1,0,0,0,0,33,1,0,False,False,False
/work/./src/org/apache/wml/WMLMetaElement.java,org.apache.wml.WMLMetaElement,interface,1,2,1,1,10,1,0,0,45,0.0,0.0,0.0,10,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1,0,False,False,False
/work/./src/org/apache/xerces/impl/dv/xs/AnyAtomicDV.java,org.apache.xerces.impl.dv.xs.AnyAtomicDV,class,2,3,1,2,2,2,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,29,0,0,False,False,False
/work/./src/org/apache/xerces/xinclude/XIncludeNamespaceSupport.java,org.apache.xerces.xinclude.XIncludeNamespaceSupport,class,3,7,4,3,8,3,0,3,4,0.4,0.3,0.3,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,1,28,1,1,1,0,0,0,7,6,3,3,1,0,0,0,97,1,0,False,False,False
/work/./src/org/apache/xerces/jaxp/datatype/DatatypeFactoryImpl.java,org.apache.xerces.jaxp.datatype.DatatypeFactoryImpl,class,2,2,0,2,8,2,0,0,28,0.0,0.0,0.0,8,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,291,1,0,False,False,False
/work/./src/org/apache/wml/dom/WMLMetaElementImpl.java,org.apache.wml.dom.WMLMetaElementImpl,class,4,5,1,4,15,6,0,4,105,1.0,0.0,0.0,15,0,15,0,0,0,15,0,0,0,1,1,0,1,0,0,1,0,0,48,7,0,0,0,0,14,1,1,0,1,0,0,0,0,32,1,0,False,False,False
/work/./src/org/apache/xerces/impl/XMLDocumentScannerImpl.java,org.apache.xerces.impl.XMLDocumentScannerImpl$ContentDispatcher,innerclass,11,11,0,11,18,2,0,20,10,0.0,0.0,0.0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,59,6,1,4,1,1,2,0,4,0,1,4,0,0,0,146,4,0,False,False,False
/work/./src/org/apache/xerces/jaxp/validation/StreamValidatorHelper.java,org.apache.xerces.jaxp.validation.StreamValidatorHelper,class,12,14,2,12,8,1,0,23,0,0.43333334,1.0,1.0,3,0,2,1,0,0,2,0,0,0,10,7,0,10,0,0,7,0,4,58,2,0,2,1,0,1,0,16,7,14,2,0,0,0,64,16,0,False,False,False
/work/./src/org/apache/xerces/dom/DocumentImpl.java,org.apache.xerces.dom.DocumentImpl$LEntry,innerclass,1,1,0,1,1,1,0,0,0,0.25,,,1,0,0,0,0,1,1,0,0,0,4,1,0,1,0,3,1,0,0,11,0,0,0,0,0,0,1,4,0,4,0,0,0,0,44,0,0,False,False,False
/work/./src/org/apache/xerces/impl/XMLErrorReporter.java,org.apache.xerces.impl.XMLErrorReporter$Anonymous1,anonymous,1,1,0,1,1,1,0,0,0,0.0,,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0,False,False,False
/work/./src/org/apache/xerces/impl/xs/XMLSchemaLoader.java,org.apache.xerces.impl.xs.XMLSchemaLoader,class,48,53,5,48,179,1,0,107,572,0.9188889,0.11269841,0.2761905,40,4,31,4,0,5,36,0,0,0,45,22,4,25,16,0,22,0,8,709,52,6,48,22,16,23,10,172,23,108,4,0,1,0,368,1,0,True,True,False
/work/./src/org/apache/xerces/impl/xs/XSGrammarBucket.java,org.apache.xerces.impl.xs.XSGrammarBucket,class,2,11,9,2,20,1,0,16,0,0.2,0.6,0.6,5,0,5,0,0,0,5,0,0,0,2,0,0,0,0,2,0,0,0,61,8,4,10,0,2,0,9,20,4,15,4,0,0,0,98,1,0,False,False,False
/work/./src/org/apache/xerces/impl/xs/traversers/XSDNotationTraverser.java,org.apache.xerces.impl.xs.traversers.XSDNotationTraverser,class,9,10,1,9,9,2,0,11,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,5,42,2,0,6,0,0,4,0,17,0,9,2,0,0,0,65,0,0,False,False,False
/work/./src/org/apache/xerces/xni/parser/XMLParserConfiguration.java,org.apache.xerces.xni.parser.XMLParserConfiguration,interface,7,14,7,7,19,1,0,0,171,0.0,0.0,0.0,19,0,19,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,1,0,False,False,False
/work/./src/org/apache/xerces/impl/xs/XSModelGroupImpl.java,org.apache.xerces.impl.xs.XSModelGroupImpl,class,8,20,12,8,38,1,0,11,44,0.7421875,0.24242425,0.42424244,16,0,12,4,0,0,12,0,0,0,8,3,7,1,0,0,3,0,0,106,23,6,10,0,0,1,21,32,0,22,3,0,0,0,111,1,0,False,False,False
/work/./src/org/apache/xerces/impl/dv/xs/MonthDayDV.java,org.apache.xerces.impl.dv.xs.MonthDayDV,class,6,8,2,6,12,3,0,13,6,0.75,0.0,0.0,4,0,1,0,3,0,4,0,0,0,1,1,0,1,0,0,1,0,0,54,4,0,5,1,0,5,15,10,6,6,2,0,0,0,102,1,0,False,False,False
/work/./src/org/apache/xerces/dom/DOMImplementationSourceImpl.java,org.apache.xerces.dom.DOMImplementationSourceImpl,class,7,9,2,7,24,1,1,8,3,0.0,0.0,0.0,3,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,4,75,7,1,1,0,0,0,1,17,0,8,3,0,0,0,93,1,0,False,False,False
